index,name,climate-risk-region,farming-system,sub-system,farm-vulnerability-component,weather-event,weather-event-season-or-period,2nd-weather-event,2nd-weather-event-season-or-period,description-of-the-measure,implementation,ghg-emissions,air-quality,soil,water,biodiversity,animal-welfare,economic,social,technical-feasibility,comments-on-sustainability,alt-language,alt-name,alt-sub-system,alt-weather-event-season-or-period,alt-2nd-weather-event-season-or-period,alt-description-of-the-measure,alt-comments-on-sustainability
181,Supplementary irrigation,1,3,"Apple, vineyards, softfruit",34,1,Spring,1,Summer,"Use of the most efficient system (drip irrigation). Delivers right amount , in the right place, at the right time",1,1,2,1,1,2,2,5,2,1,Water may be a scarce resource in the future. Using wisely water is also beneficial for a good plant health,4,Lisakastmine,"viljapuud, viinapuud",Kevad,Suvi,Effektiivse kastmissüsteemi (tilkkastmine) kasutamine võimaldab kasta/väetada optimaalsel ajal ja koguses,Veeressursid võivad tulevikus väheneda. Vee tõhusam kasutamine on kasulik ka taimede tervise seisukohast.
182,Composting of organic material,1,3,"Apple, vineyards",33,2,All,1,All,"Composting organic material such as straw, clover grass or manure before applying it on the field.",1,1,2,1,1,1,2,5,2,1,"Compost supplies the soil life with food, which increases the humus content and therefore the storage of CO2. Organic material enables the soil to absorb more water from (heavy) rainfall and to store it longer in the soil during drought periods. Humus also stabilises the soil, decreases soil erosion and leaching of nutrients into the ground and surface water. Yields are stabilised over time. Composting creates more work load.",4,Orgaanilise materjali komposteerimine,"viljapuud, viinapuud",Kõik,Kõik," Orgaanilise materjali  (põhu, ristiku, sõnniku vms) komposteerimine enne põllule laotamist.","Kompost varustab mullaelustikku toitainetega, mis suurendab huumusesisaldust ja süsiniku sidumist. Orgaaniline aine parandab mulla veesidumisvõimet ja suurendab mulla vastupidavust põuale. Huumus stabiliseerib mulda, vähendab mulla erosiooni ja toitainete leostumist pinnasesse ja pinnavette. Saagid stabiliseeruvad aja jooksul. Kompostimine suurendab tööjõukulu."
183,Reduced tillage between the rows,1,3,"Apple, vineyards",33,2,All,1,All,"Conservation tillage (e.g. reduced tillage, mulch seeding) to avoid the turning of the soil.",2,1,1,1,1,1,2,5,2,3,"A reduced soil management improves the soil structure (better water infiltration and water keeping), protects the soil, decreases soil erosion and  leaching of nutrients into the ground and surface water. Less field crossings are necessary so less working hours and less fuel is needed. Initial investments are maybe needed or the use of subcontractor services.",4,Minimeeritud harimine reavahedes,"viljapuud, viinapuud",Kõik,Kõik,"Klassikaline maaharimisviisi asendamine minimeeritud harimisega (nt vähendatud mullaharimine, multšimine).","Minimeeritud harimine parandab mulla struktuuri (parem veesidumis- ja hoiuvõime), kaitseb mulda, vähendab mulla erosiooni ning toitainete leostumist põhja- ja pinnavette. Minimeeritud harimine tähendab vähem töötunde ja väiksemat kütusekulu. Vajalikud alginvesteeringud või teenusepakkujate kasutamine."
184,Optimal nutrient supply,1,3,"Apple, vineyards",33,8,All,1,All,Optimised nutrient supply of the plants with main nutrients and micro nutrients,1,1,1,1,1,1,2,5,2,2,"Only optimally nourished plants are stable, healthy and are more resilient to the effects of climate change. An adapted fertilisation avoids leaching of nutrients into ground and surface water, which would affect flora and fauna negatively. GHG and ammonia emissions are reduced and soil organisms can profit from an optimal nutrient supply (including lime). This measure can help to reduce the amount of fertilisation.",4,Taimede optimaalne varustamine toitainetega,"viljapuud, viinapuud",Kõik,Kõik,Taimede optimaalne toitainete varustamine peamiste ja mikroelementidega,"Toitainetega optimaalselt varustatud taimed on stabiilsed, terved ja vastupidavad kliimamuutuste mõjudele. Optimaalne väetamine väldib toitainete leostumist põhja- ja pinnavette, mis mõjutaks taimestikku ja loomastikku negatiivselt. Vähenevad kasvuhoonegaaside ja ammoniaagi emissioonid ning see (sh lupjamine) on ka mullaorganismidele kasulik. See meede võib vähendada väetisekulu."
185,Protection against hail and heavy precipitation,1,3,"Apple, vineyards",32,6,Summer,2,Summer,"Installing nets and foil roofs against hail, frost, heavy precipitation and radiation ",2,2,2,2,2,2,2,4,2,2,"The protection devices need some investments but the benefit, especially against hail, is very high. A further side effect is the protection from bird and wasp feeding.  The product quality can be improved considerably.",4,Rahe ja vihmakaitse võrgud istanduses,"viljapuud, viinapuud",Suvi,Suvi,"Võrkude ja kilekatete paigaldamine rahe, külma, tugevate sademete ja radiatsiooni vastu","Kaitserajatised ja -materjalid nõuavad teatavaid investeeringuid, kuid kasu, eriti rahe eest, on väga suur. Katted vähendavd ka lindude või herilaste poolt tekitatud kahjusid. Saagi kvaliteeti saab seeläbi märkimisväärselt parandada."
186,Use of agricultural information services and professional advisor,1,3,"Apple, vineyards",32,8,All,,,"To cope with climate change,diverse external agricultural information services are used ",1,1,1,1,1,1,2,5,2,2,"The advice for sustainable adaptation measures ideally has positive synergy effects (e.g. lower GHG emissions, improved soil infiltration, stabilised yields). At the same time, the farmer has to have a good understanding of his own production system and observe it well. External advice is necessary. ",4,Põllamajandusliku nõustamisteenuse ja konsulentide kaasamine,"viljapuud, viinapuud",kõik,,Asjaliku nõustamisteenuse kasutamine aitab kaasa optimaalsete kasvatustehnoloogiate valimisele,"Nõustamisteenuse kasutamisel on ideaalis positiivne sünergiline ja mõju (nt vähenevad kasvuhoonegaaside heitkogused, paraneb mulla veesidumisvõime, saagikus stabiliseerub). Samal ajal peab tootjatel olema hea ülevaade oma tootmissüsteemist, mis vajab pidevat jägimist ja kohandamist. Nõustamine on sisseostetav teenus"
187,Frost protection candles,1,3,"Apple, vineyards",32,4,Spring,,,Frost protection candles are implemented in the driving lanes to avoid a temperature decrease  < 0°C,1,3,3,2,2,2,2,4,3,2,The use of frost protection candles is very expensive and leads to increasing GHG emissions and to a reduced air quality.,4,Küünalde põletamine istanduses öökülma kahjude kaitseks,"viljapuud, viinapuud",Kevad,,"Küünlad paigaldatakse reavahedesse, et vältida temperatuuri langust <0 ° C",Küünalde põletamine öökülmade kaitseks on väga kallis ning põhjustab kasvuhoonegaaside heitkoguste kasvu ja õhukvaliteedi halvenemist.
188,Foliar fertilization,1,3,"Apple, vineyards",32,1,Summer,,,"To ensure nutrient uptake during drought periods, a leaf fertilisation should take place",1,2,2,2,2,2,2,5,2,1,"The possibility of supporting plants with nutrients by a leaf fertilisation, even during drought periods, has positive consequences on the yields and the quality of the fruits.",4,Taimede lehekaudne väetamine,"viljapuud, viinapuud",Suvi,,Põuatingimustes on toiteainete omastamine lehtede kaudu pritsimisel lihtsam,Lehtede väetamise kaudu on võimalik taimi toitainetega varustada ka põuaperioodidel. Mõjub positiivselt viljade saagikuse ja kvaliteedile
189,Optimize growth regulators and -stimulators,1,1,All crops,11,3,Fall,2,Summer,"Contingency processing to maintain the optimal growth stage, improve tillering and strengthen crop stand",1,2,2,2,2,2,2,5,2,1,Extreme weather events are expected to became increasingly intensive and frequent,4,Optimeerida kasvuregulaatorite ja -stimulaatorite kasutust,Kõik,Sügis,Suvi,"Ettevaatusabinõu, et säilitada optimaalne kasvufaas, parandada võrsumist ja tugevdada kõrt",Ekstreemsed ilmastikunähtused sagenevad ja intensiivistuvad.
190,Conversion to organic farm-system,1,1,All crops,11,3,Summer,2,Fall,Includes obligatory measures which are positive for the adaptation in all farming systems,3,2,1,1,2,1,2,5,1,2,"Smaller yield, but less inputs and investments",4,Üleminek mahetootmisele,Kõik,Suvi,Sügis,"Teatud meetmete rakendamine, mille eesmärk peaks olema jätkusuutlikkuse suurendamine","Väiksem saak, kuid vähem sisendeid ja investeeringuvajadust"
191,Change crop rotation to ensure longer soil cover,1,1,All crops,11,1,Spring,2,Fall,"More winter crops, shorter fallow period, introduction of catch- and covercrops",2,2,2,1,2,1,2,2,2,3,"Potentially more workload. Minimized soil erosion, improved carbon and nutrient storage",4,Viljavahelduse muutmine tagades pikema pinnakaetuse,Kõik,Kevad,Sügis,"Rõhuasetus talikultuuridel, lühem pinnakatteta periood, lisada suviseid või talviseid vahekulture v ristikut","Suurem töökoormus, kuid vähem erosiooni, paranenud mulla süsiniku- ja toitainetevaru"
192,Expansion of crop rotation,1,1,All crops,11,3,Summer,7,Fall,"Diversification of crop rotation (4-5 crops), cultivating different varieties",3,1,2,1,2,1,2,5,2,3,"Mitigation of risks, improved soil fertility, less fertilizers and pesticides lead to better management",4,Külvikorra pikendamine,Kõik,Suvi,Sügis,"Erinevate sortide/kultuuride kasvatamine (4-5 kultuuri), mitte piirduda ühe tulukultuuriga",Riskide hajutamine läbi külvikorra mitmekesistamise parandab mullaviljakust ja vähendab väetise- ja pestitsiidide vajadust
193,Planning crops to optimize harvesting sequence,1,1,All crops,11,2,Fall,1,Spring,Planning the crop rotation to conform with expected weather conditions,2,2,2,2,2,2,2,5,2,1,Avoiding harvesting overlaps to secure smooth process and availability of fallows for winter crops,4,"Viljavahelduse muutmine, et optimeerida koristuskonveierit",Kõik,Sügis,Kevad,"Külvikordade uuendamine või parandamine, et see vastaks oodatavatele ilmastikutingimustele","Koristusaegse soodsa ilmastiku ärakasutamiseks, et tagada sujuv protsess ja optimeerida ressursside kasutust"
194,Preparedness for earlier application of crop protection,1,1,All crops,11,3,Spring,,,Earlier dispersion of flying insect pests. Manipulating the planting dates.,2,2,2,2,3,3,2,5,2,2,"Earlier application of crop protection could lead to increasing number of treatments and higher cumulative residue levels; Potentially, non-target organisms affected by pesticides",4,"Külviaegade muutmine, et vältida kahjustajaid",Kõik,Kevad,,Lendavate putukkahjurite ja vektorhaiguste  varasem levimine eeldab valmisolekut taimekaitse rakendamiseks.,Varasem taimekaitse rakendamine võib viia töötluste arvu suurendamiseni ja TKV jääkide kuhjumiseni; Võimalik ebasoodne mõju mittesihtorganismidele
195,Planting date adjustments in order to increase yields,1,1,All crops,11,3,Spring,4,Spring,Early sowing of varieties with greater thermal time requirements so as to maximize production benefits,1,2,2,1,1,2,2,5,2,2,"Reduce the period with no soil cover, increase production benefits, better use of early season soil moisture",4,"Külviaegade muutmine, et suurendada saake",Kõik,Kevad,Kevad,"Pikema kasvu ajaga sortide varasem külv, pidades silmas ka kevadiste öökülmade ohtu. ","Pinnakatteta perioodi lühenemine, tootmiseeliste ärakasutamine, varakevadise niiskuse kasutamine"
196,Mixed-crop-cultivation,1,1,All crops,11,3,Summer,1,Summer,"Mixtures of crops like oat/pea, summerwheat/flax…",1,2,2,1,2,1,2,5,1,3,"Less risk because of two crops with different vulnerabilities, positive for soil-life. ",4,Segaviljelus,Kõik,Suvi,Suvi,"Segaviljade kasvatamine, nt. kaer/hernes, suvinisu/lina…","Riskide maandamine, kuna erinevatel kultuuridel on erinev haavatavus; positiivne mullaelustikule."
197," Introduction of new cultivated species, improved varieties of crops and new technologies",1,1,All crops,11,3,Summer,,,"Shift in selection of crops, incl. the range of current crops will move northward",3,2,2,2,2,1,2,5,1,3,"New species/varieties adapted to new conditions, reduced management costs; more diverse local production on the local market.",4," Uute liikide, parandatud sortide ja uute tehnoloogiate kasutuselevõtt",Kõik,Suvi,,"Kultuuride muutunud valik, sh lõunapoolsemate kultuuride kasvatamine","Uued liigid, mis sobivad kasvatamiseks muutunud tingimustes; väiksemad hoolduskulud; kohalikul turul mitmekesisem toodang"
198,Cultivation of varieties/breeds optimal for local conditions; (participation in testing or selection for suitability of cultivars/breeds),1,1,All crops,12,3,Summer,2,Fall,Selection of new varieties and breeds suitable for new conditions and to preserve crop diversity.,1,2,2,2,1,2,2,5,1,2,"The producer less vulnerable to climatic impact, hence competitive as a rural entrepeneur Developing first hand knowledge on what is suitable for the local conditions ",4,Kohalikesse tingimustesse optimaalsete sortide/tõugude kasvatamine,Kõik,Suvi,Sügis,Kohalike sortide ja tõugude kohasuse muutmine tingib vajaduse uute sortide ja tõugude järele  ,"Tootja haavatavus väheneb, seega ettevõtjana konkurentsivõimelisem; oskusteabe loomine kohalikesse tingimustesse kohaste sortide kohta"
199,Improvement of seed bank stocks,1,1,All crops,12,3,Summer,1,Spring,Improve and update bank seeds to ensure sufficient stock of crops and land races,2,2,2,2,1,1,2,2,2,3,May need investments,4,Seemnevarude loomine,Kõik,Suvi,Kevad,"Seemnetagavara loomine, selle parandamine ja värskendamine, et tagada piisav kultuuride seemnevaru",Võib eeldada investeeringusuutlikkust
200,Invest into stabile varieties in order to maintain yields,1,1,All crops,12,3,Summer,1,Spring,Selection of cultivars that provide the yield withinthe  local variation of conditions,1,2,2,2,2,2,2,2,2,2,"Instead of maximizing the yield, the stabile crop secures the risks in diverse conditions",4,"Stabiilsete sortide valik, et saagikust säilitada",Kõik,Suvi,Kevad,Teatud sordid on teistest stabiilsemad,"Saagi maksimeerimise asemel, mis eeldab suuremaid sisendeid, võtta sihiks saagi stabiilsus erinevates ilmastikutingimustes"
201,Application of site-specific agrotechnology,1,1,All crops,13,2,Fall,1,Summer,Transition to precision agriculture; regulate agrotechnological processes by local conditions,1,2,1,2,1,1,2,2,1,3,"Escape overuse of standard solutions and consequent adverse effects, increasing  investment requirements",4,Agrotehnoloogia kohandamine vastavalt kohalikele tingimustele,Kõik,Sügis,Suvi,"Põllu tingimuste tundmaõppimine, üleminek täppisviljelusele",Tüüplahenduste ja neist tingitud negatiivsete tagajärgede vältimine; Suur investeeringuvajadus
