index,name,climate-risk-region,farming-system,sub-system,farm-vulnerability-component,weather-event,weather-event-season-or-period,2nd-weather-event,2nd-weather-event-season-or-period,description-of-the-measure,implementation,ghg-emissions,air-quality,soil,water,biodiversity,animal-welfare,economic,social,technical-feasibility,comments-on-sustainability,alt-language,alt-name,alt-sub-system,alt-weather-event-season-or-period,alt-2nd-weather-event-season-or-period,alt-description-of-the-measure,alt-comments-on-sustainability
253,Increase the number of fodder crops,1,2,All,21,1,Spring,1,Summer,Securing enough fodder reserves based on different species harvested at different period of the season,2,2,2,2,2,1,1,2,2,3,"Greater frequency of fodder deficit imply to secure the fodder production of the farm. Thus, it is important to grow different fodder crops and get several type of harvest",4,Erinevate söödakultuuride kasvatamine,Kõik,Kevad,Suvi,"Erinevate söödakultuure  kasvatamine ja erinevate söötade (hein, rohusilo, maisisilo jt) valmistamine.","Söödadefitsiidi suurem sagedus tähendab farmis söödatootmise kindlustamist. Seega on oluline kasvatada erinevaid söödakultuure ja valmistada erinevaid söötasid (hein, rohusilo, maisisilo jt)."
254,Use rotational grazing,1,2,Grazing animals,22,3,Spring,1,Summer,Design of rotational management plan based on recovery time of grasslands,2,1,1,1,1,1,1,5,1,1,Rotational grazing is positive on soil and grassland production. Increases grass availability during drought periods.,4,Rotational grazing management plan,Karjatatavad loomad,Kevad,Suvi,"Rotatsioonilise karjatamise puhul on rohumaa jaotatud kopliteks, kus loomi hoitakse lühikese aja jooksul.",Rotatsiooniline karjatamine on positiivne mullaviljakusele ja rohutagavara tagamisele. Suurendab rohu saagikust põuaperioodidel.
255,Cooling/ventilation  systems in animal buildings,1,2,All,23,3,Summer,3,,"Due to high temperature, cooling and/or ventilation systems are required to preserve animal performance",2,3,2,2,2,2,1,4,2,3,"Exposure to a high temperature–humidity index can effect milk production and quality, mortality, reproductive health and disease susceptibility, especially in intensive dairy cattle. Investments are needed, increased energy consumption.",4,Jahutussüsteemide kasutamine loomakasvatushoonetes,Kõik,Suvi,,"Ventilaatorite ja/või veepihustite ostmine ja paigaldamine loomakasvatushoonetesse, et vältida loomadel kuumastressi teket.","Kõrge temperatuuri/niiskuse indeks võib eriti intensiivtootmise piimakarja puhul mõjutada piimatoodangut ja kvaliteeti, suremust, reproduktiivtervist ning vastuvõtlikkust haigustele"
256,Providing natural or artificial shelters to outdoor animals,1,2,Grazing animals,23,3,Summer,2,,Using trees as natural shadow or building light constructions to protect the animals from adverse weather,3,2,2,2,2,2,1,2,2,3,"Animal welfare, health and performance are improved. Requires some cost of setting up shelters.",4,Looduslike või tehislike varjualuste kasutamine karjamaadel,Karjatatavad loomad,Suvi,,Looduslike ja/või tehislike varjualuste rajamine karjamaadele.,"Paraneb loomade heaolu, tervis ja jõudlusnäitajad. Varjualuste rajamisega kaasnevad majanduslikud kulud."
257,Adjust the mean annual animal stocking density to the herbage growth potential ,1,2,Grassland based animals,22,3,Summer,1,Spring,"Changes in the grass production cycle, earlier growth in spring, decline in summer, longer growing period in autumn.  ",2,1,1,2,2,2,1,2,2,2,"Reduction of grass growth during drought periods in summer, increased risk of overgrazing. Using fodder reserves to feed the animals",4,Karjatamiskoormuse muutmine vastavalt rohu kasvu intensiivsusele,Karjatatavad loomad,Suvi,Kevad,Karjatamiskoormuse muutmine sõltuvalt rohu kasvu- ja taastumiskiirusest.,"Rohu kasvu aeglustumine põuaperioodidel, suurenenud ülekarjatamise oht. Söödavarude kasutamine või loomade arvu vähendamine."
258,Upgrade biosecurity measures,1,2,All,23,8,All,3,All,"Set of measures to protect animals from emerging zoonooses, diseases and their vectors",3,2,2,2,2,1,1,4,1,2,"Animal welfare, health and performance are improved. Requires some cost of materials and setting up the specific measures.",4,Bioturvalisuse meetmete täiendamine,Kõik,Kõik,,"Meetmed, mille kaudu hoitakse ära patogeenide sissetoomine karja, mis võiks mõjutada karja tervist ja heaolu","Parandatakse loomade heaolu, tervist ja jõudlust. Nõuab teatud kulusid materjalidele ja konkreetsete meetmete rakendamiseks."
259,Improvement of soil drainage,1,2,All,21,2,Spring,2,Fall,Restoring or istalling new soil drainage systems to avoid flooded land after heavy rains,3,2,2,1,1,1,1,4,2,3,Drainage systems are very expensive to install but their short and long term benefits generally outweigh their initial cost if they are well maintained.,4,Maaparandussüsteemide uuendamine ja rajamine,Kõik,Kevad,Sügis,"Maaparandussüsteemide uuendamine, rajamine ja pidev hooldamine põllumajandusmaa viljelusväärtuse suurendamiseks.","Maaparandussüsteemide paigaldamine on väga kallis, kuid pikemas perspektiivis on investeeringutel väga positiivne mõju kogu tootmissüsteemile. Süsteemide hooldamine on pikaajaline protsess."
260,Increase feed reserves and storage capacity,1,2,Grassland based animals,21,1,Spring,3,Summer,Need for the higher security feed stock for the animals ,2,2,2,2,2,2,1,4,2,3,"Ensures animal welfare, health and performance during drought. Additional costs will be needed to expand feed storage and / or maintain larger feed volumes.",4,Söödareservide ja -hoidlate mahu suurendamine,Kõik,Kevad,Suvi,"Mitmesuguste koresöötade valmistamine ja säilitamine, et tagada loomadele piisav söödakogus pikematel põuaperioodidel.","Tagab loomade heaolu, tervise ja jõudluse ka põuaperioodil. Vajalikud on lisakulutused söödahoidlate laiendamiseks ja/või suurema söödakoguse säilitamiseks."
261,High-moisture cereal conservation for animal feed,1,2,All,21,2,Fall,2,Summer,Conservation of high-moisture cereals with either biological or acidic silage additives,1,1,1,2,1,2,1,5,2,2," Allows earlier harvest, avoiding difficulties associated with wet harvesting period. Reduces energy cost as no need to dry the grain",4,Suure niiskusesisaldusega teravilja konserveerimine loomasöödaks,Kõik,Sügis,Suvi,Niiske teravilja konserveerimine kas bioloogiliste või happeliste silokindlustuslisanditega,"Võimaldab koristada saaki, vähendades vihmase koristamisperioodiga seotud probleeme. Väheneb energiakulu, kuna vilja pole vaja kuivatada."
262,Install backup power generator,1,2,All,23,7,All,2,All,Install disel power generators to protect animal welfare and health during the power cuts,3,3,3,2,2,2,1,4,1,3,"Animal welfare, health and performance are secured when power failures occure to to extreme storms. Back-up generators are a livestock lifesaver, but need investments.",4,Varugeneraatori soetamine,Kõik,Kõik,,"Piisava võimsusega varugeneraatori soetamine, paigaldamine ja hooldamine.","Loomade heaolu, tervis ja jõudlus on tagatud, kui äärmuslike tormide korral tekivad elektrikatkestused. Varugeneraatori soetamiseks ja hoolduseks on vajalikud lisakulutused."
263,Making and using Herd Health Plan,1,2,All,23,8,All,,,"The plan should include good husbandry practices (with regards to housing, climate, water/feeding
and management)",3,2,2,1,1,1,1,5,2,2,"Animal welfare, health and performance are improved. Requires some cost of materials and setting up the specific measures. Needs veterinary consultation and surveillance",4,Karjatervise programmi koostamine ja kasutamine,Kõik,Kõik,,"Praktiliste meetmete plaan, mille eesmärk on ennetada haigusi ning suurendada loomade üldist heaolu ja tervist.","Parandatakse loomade heaolu, tervist ja jõudlust. Nõuab teatud kulusid materjalidele ja konkreetsete meetmete rakendamiseks. Vajalik on veterinaarne nõustamine ja pidev seire."
264,Use of varieties from southern areas adapted to local climate conditions,1,3,"Apple, vineyards",31,1,Summer,3,Summer,Use of varieties from areas with similar conditions,3,1,2,2,2,1,2,5,1,2,Some foreign varieties coming from other geographical areas with similar or more stressing conditions can sometimes adapt to new areas with more favourable conditions,4,Uute sortide kasutuselevõtt: lõunapoolsetes piirkondades seni kasvatatud sordid,"viljapuud, viinapuud",Suvi,Suvi,Uute sortide kasutuselevõtuga on võimalik saada paremat saagi kvaliteeti,"Mõned välismaised sordid, mis on pärit sarnaste tingimuste või suurema kliimastressiga piirkonnast, võivad mõnikord kohaneda uutes piirkondades, kus kasvutingimused on soodsamad."
265,Supplementary irrigation,1,3,"Apple, vineyards, softfruit",34,1,Spring,1,Summer,"Use of the most efficient system (drip irrigation). Delivers right amount , in the right place, at the right time",1,1,2,1,1,2,2,5,2,1,Water may be a scarce resource in the future. Using wisely water is also beneficial for a good plant health,4,Lisakastmine,"viljapuud, viinapuud",Kevad,Suvi,Effektiivse kastmissüsteemi (tilkkastmine) kasutamine võimaldab kasta/väetada optimaalsel ajal ja koguses,Veeressursid võivad tulevikus väheneda. Vee tõhusam kasutamine on kasulik ka taimede tervise seisukohast.
266,Composting of organic material,1,3,"Apple, vineyards",33,2,All,1,All,"Composting organic material such as straw, clover grass or manure before applying it on the field.",1,1,2,1,1,1,2,5,2,1,"Compost supplies the soil life with food, which increases the humus content and therefore the storage of CO2. Organic material enables the soil to absorb more water from (heavy) rainfall and to store it longer in the soil during drought periods. Humus also stabilises the soil, decreases soil erosion and leaching of nutrients into the ground and surface water. Yields are stabilised over time. Composting creates more work load.",4,Orgaanilise materjali komposteerimine,"viljapuud, viinapuud",Kõik,Kõik," Orgaanilise materjali  (põhu, ristiku, sõnniku vms) komposteerimine enne põllule laotamist.","Kompost varustab mullaelustikku toitainetega, mis suurendab huumusesisaldust ja süsiniku sidumist. Orgaaniline aine parandab mulla veesidumisvõimet ja suurendab mulla vastupidavust põuale. Huumus stabiliseerib mulda, vähendab mulla erosiooni ja toitainete leostumist pinnasesse ja pinnavette. Saagid stabiliseeruvad aja jooksul. Kompostimine suurendab tööjõukulu."
267,Reduced tillage between the rows,1,3,"Apple, vineyards",33,2,All,1,All,"Conservation tillage (e.g. reduced tillage, mulch seeding) to avoid the turning of the soil.",2,1,1,1,1,1,2,5,2,3,"A reduced soil management improves the soil structure (better water infiltration and water keeping), protects the soil, decreases soil erosion and  leaching of nutrients into the ground and surface water. Less field crossings are necessary so less working hours and less fuel is needed. Initial investments are maybe needed or the use of subcontractor services.",4,Minimeeritud harimine reavahedes,"viljapuud, viinapuud",Kõik,Kõik,"Klassikaline maaharimisviisi asendamine minimeeritud harimisega (nt vähendatud mullaharimine, multšimine).","Minimeeritud harimine parandab mulla struktuuri (parem veesidumis- ja hoiuvõime), kaitseb mulda, vähendab mulla erosiooni ning toitainete leostumist põhja- ja pinnavette. Minimeeritud harimine tähendab vähem töötunde ja väiksemat kütusekulu. Vajalikud alginvesteeringud või teenusepakkujate kasutamine."
